,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
119138,nOEuF2LUxnHSqjLLbg8VKQ,Saxbys,1818 Market St,Philadelphia,PA,19103,39.9529493,-75.1710235,3.5,6,1,"{'WiFi': ""u'free'""}","Coffee & Tea, Food","{'Monday': '6:30-18:0', 'Tuesday': '6:30-18:0', 'Wednesday': '6:30-18:0', 'Thursday': '6:30-18:0', 'Friday': '6:30-18:0'}"
119709,olqTsVDufyeaqXx585Uv2Q,Dunkin',11725 Bustleton Ave,Philadelphia,PA,19116,40.1192596,-75.0149301,2.5,15,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'DriveThru': 'None', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","Coffee & Tea, Donuts, Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
120014,M5HQyQXVOuwT9lSMChKVdg,McDonald's,7901 Oxford Ave,Philadelphia,PA,19111,40.0740661358,-75.0843798264,2.0,14,1,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTableService': 'False', 'WiFi': ""'free'"", 'DriveThru': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""'none'""}","Coffee & Tea, Food, Burgers, Fast Food, American (Traditional), Restaurants","{'Monday': '5:30-0:0', 'Tuesday': '5:30-0:0', 'Wednesday': '5:30-0:0', 'Thursday': '5:30-4:0', 'Friday': '0:0-0:0', 'Saturday': '4:0-1:0', 'Sunday': '5:30-0:0'}"
120296,f-qlRLsQ2vPATmlLTgLHbQ,Joe Coffee Company,1845 Walnut St,Philadelphia,PA,19103,39.9506933,-75.1715016,4.0,188,0,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'Caters': 'False', 'RestaurantsPriceRange2': '1'}","Coffee & Tea, Coffee Roasteries, Food","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '8:0-20:0'}"
123119,UQLWfOGTF-7T2EQlUT92Zg,Lost Bread Co.,1313 N Howard St,Philadelphia,PA,19122,39.9709028061,-75.1364096627,4.5,39,1,"{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Coffee & Tea, Food, Bakeries, Restaurants, Breakfast & Brunch","{'Saturday': '10:0-15:0', 'Sunday': '10:0-15:0'}"
123555,n8KfQqY4U2j8iZ4cjq8dPQ,Starbucks,2461 North 54th St,Philadelphia,PA,19131,39.99638809,-75.23442044,2.5,17,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Coffee & Tea, Food","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}"
124046,w0XIMGG5xwEwFdbXzkp8mw,Walnut Bridge Coffee House,2319 Walnut St,Philadelphia,PA,19104,39.9513078,-75.1792264,4.0,22,0,"{'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'""}","Coffee & Tea, Restaurants, Food","{'Monday': '7:0-18:30', 'Tuesday': '7:0-18:30', 'Wednesday': '7:0-18:30', 'Thursday': '7:0-18:30', 'Friday': '7:0-18:30', 'Saturday': '8:30-18:0', 'Sunday': '8:30-17:0'}"
124563,td_BI5T5qP01T5QfD4j3Sg,El Bochinche Restaurante,4940 N 5th St,Philadelphia,PA,19120,40.0269917,-75.1328407,2.5,14,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'None'}","Coffee & Tea, Latin American, Colombian, Restaurants, Mexican, Empanadas, Food","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-2:0', 'Saturday': '6:0-2:0', 'Sunday': '6:0-0:0'}"
125998,TJaImyntBu0ebKugcyj6eQ,Jezabel's,206-208 S 45th St,Philadelphia,PA,19104,39.954922,-75.2118705,3.5,129,1,"{'GoodForKids': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'HappyHour': 'False', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'RestaurantsTableService': 'False', 'WheelchairAccessible': 'True', 'Corkage': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BYOB': 'True'}","Coffee & Tea, Restaurants, Local Flavor, Cafes, Latin American, Ethnic Food, Spanish, Food, Specialty Food","{'Monday': '0:0-0:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0', 'Saturday': '9:0-16:0', 'Sunday': '9:0-16:0'}"
126841,z1d3dFsEJ8wXB2v0W97LFQ,Wawa,3300 Market St,Philadelphia,PA,19104,39.9555454849,-75.1912390441,2.0,12,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'DogsAllowed': 'False', 'BusinessParking': ""{u'valet': False, u'garage': True, u'street': True, u'lot': False, u'validated': False}"", 'BusinessAcceptsCreditCards': 'True'}","Coffee & Tea, Sandwiches, Fast Food, Convenience Stores, Restaurants, Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
126983,9A5Gw0At6so0x-vWM0_JZw,Grindcore House,1515 S 4th St,Philadelphia,PA,19147,39.929015,-75.1517365,4.5,338,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'False', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'HappyHour': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'WiFi': ""u'free'""}","Coffee & Tea, Vegetarian, Food, Restaurants, Vegan","{'Monday': '0:0-0:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-13:30', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}"
127310,OHFLSDbEZAP65Cl0lHfmqg,7-Eleven,2300 S Broad St,Philadelphia,PA,19145,39.9218111081,-75.1705437899,3.0,6,1,"{'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True'}","Coffee & Tea, Convenience Stores, Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
127938,8ZN5M6bUQ_KWo8YbxYSVPA,Cafe Vinh Long,2230 S 7th St,Philadelphia,PA,19148,39.9208326,-75.1588256,4.5,6,1,"{'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'True', 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'GoodForKids': 'True', 'BikeParking': 'True'}","Coffee & Tea, Sandwiches, Food, Restaurants, Vietnamese","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '11:0-17:0', 'Sunday': '11:0-17:0'}"
128431,UiEv2cjyNN3igsE5kv0wCA,Gryphon Cafe,100 W Oxford St,Philadelphia,PA,19122,39.9739016,-75.1348818,4.0,33,1,"{'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'HasTV': 'False', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"", 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Coffee & Tea, Breakfast & Brunch, Cafes, Food, Coffee Roasteries, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0'}"
128495,lfsVFWNsb_fbeYQenBf-4Q,Le Petit Cafe,2400 Market St,Philadelphia,PA,19103,39.9535678,-75.1793753,5.0,8,0,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Coffee & Tea, Food","{'Monday': '8:0-17:30', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:30'}"
129648,yx31OWOldAFmgJ8PDzgMYQ,Elixr Coffee Roasters at ICA,118 S 36th St,Philadelphia,PA,19104,39.9541126,-75.1950918,4.5,8,0,"{'Caters': 'False', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Coffee & Tea, Food","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0'}"
129745,kvRjzneD1FWh4Szb-trL4A,McDonald's,22 W Girard Ave,Philadelphia,PA,19123,39.9683247686,-75.1356663555,2.0,38,1,"{'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'very_loud'"", 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'DriveThru': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'Caters': 'False', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': None, u'validated': False}"", 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True'}","Coffee & Tea, Food, Fast Food, Restaurants, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
131334,86BkHfhvm7pVTMUSyJlttQ,Louie's Little Hut,8419 Germantown Ave,Philadelphia,PA,19118,40.0756394,-75.2053777,4.0,31,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'False', 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsGoodForGroups': 'False', 'WheelchairAccessible': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'RestaurantsDelivery': 'None', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'DriveThru': 'False', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Coffee & Tea, American (New), Sandwiches, Cheesesteaks, Waffles, Food, Ice Cream & Frozen Yogurt, Breakfast & Brunch, Restaurants, Burgers",{'Monday': '0:0-0:0'}
131776,w5wfWE6skJDi_-mS56DB-g,Cafe Twelve,212 S 12th St,Philadelphia,PA,19107,39.9481118,-75.160762,3.5,82,0,"{'GoodForKids': 'False', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Coffee & Tea, Bagels, Food, Cafes, Bakeries, Restaurants, Sandwiches","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}"
132241,picPFi6JAQ6VDQUCOqftmQ,Pennsport Market & Deli,1425 E Moyamensing Ave,Philadelphia,PA,19147,39.9297436,-75.1498359,2.5,5,1,"{'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Coffee & Tea, Delis, Food, Grocery, Restaurants","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0'}"
132389,pq8x9lii-ZV1U4RJVG29Lg,La Colombe Coffee,100 S Independence Mall W,Philadelphia,PA,19106,39.950289,-75.150852,4.0,156,1,"{'OutdoorSeating': 'True', 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'no'"", 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'Caters': 'False', 'ByAppointmentOnly': 'False'}","Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-16:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-16:0'}"
132908,yc76PdPdke67hWc8OAyQCA,Mark's Cafe,3420 Walnut St,Philadelphia,PA,19104,39.9527242,-75.1940217,2.0,10,0,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'Alcohol': ""'none'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True'}","Coffee & Tea, Bagels, Food, Restaurants, Breakfast & Brunch","{'Monday': '8:30-17:0', 'Tuesday': '8:30-17:0', 'Wednesday': '8:30-17:0', 'Thursday': '8:30-17:0', 'Friday': '8:30-17:0'}"
132928,cgwydv-BvXL5A_h_SaCTNQ,Menagerie Coffee at The Bourse,111 S Independence Mall E,Philadelphia,PA,19106,39.9497563,-75.1480623,4.5,14,1,"{'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'""}","Coffee & Tea, Food","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '9:0-16:0'}"
136784,etK5pTCprPuKJCtiU-iLKw,Darling's Coffeehouse & Cheesecake,404 S 20th St,Philadelphia,PA,19146,39.9465979,-75.17476,4.0,25,0,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1'}","Coffee & Tea, Restaurants, Desserts, Food","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-19:0', 'Sunday': '9:0-17:0'}"
138689,dc98lqGzBSpZZExT_LSiCA,Thunder Mug Cafe,4233 Ridge Ave,Philadelphia,PA,19129,40.0093857912,-75.1948174462,5.0,26,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'False', 'DogsAllowed': 'False', 'BikeParking': 'False', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'False', 'Caters': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True'}","Coffee & Tea, Food","{'Monday': '8:0-15:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}"
139198,2Q5gjf_K68145UdUyKGAaw,Café L'Aube,1512 S St,Philadelphia,PA,19146,39.938817,-75.182574,4.5,75,0,"{'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'NoiseLevel': ""u'quiet'""}","Coffee & Tea, Desserts, Food, French, Creperies, Restaurants","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-18:0'}"
139553,LnnWq5-4pTnBn96E3lQygw,Starbucks,1755 N 13th St,Philadelphia,PA,19122,39.9790436,-75.1550992,2.0,7,1,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False'}","Coffee & Tea, Cafes, Restaurants, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:30-20:0', 'Wednesday': '7:30-20:0', 'Thursday': '7:30-20:0', 'Friday': '7:30-18:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}"
139557,Gqly-fbSiUhgXGgP4hAx7A,Mugshots,2831 W Girard Ave,Philadelphia,PA,19130,39.974752,-75.1828869,4.0,21,0,"{'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'True'}","Coffee & Tea, Food","{'Monday': '6:30-18:0', 'Tuesday': '6:30-18:0', 'Wednesday': '6:30-18:0', 'Thursday': '6:30-18:0', 'Friday': '6:30-18:0', 'Saturday': '7:30-17:0', 'Sunday': '7:30-17:0'}"
141092,bvCP5AUnA63vPzuLXD_tbQ,Pho House Thang Long,177 W Girard Ave,Philadelphia,PA,19123,39.9696017,-75.1388957,3.5,22,1,"{'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'HappyHour': 'False', 'OutdoorSeating': 'False', 'DogsAllowed': 'False', 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Coffee & Tea, Breakfast & Brunch, Soup, Food, Vietnamese, Restaurants, Noodles","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
